"","loja","pk_pedido","pk_pedido_item","produto","fk_categoria_unificado","fk_usuario","fk_perfil_usuario","desc_perfil_usuario","dta_inc_pedido","fk_produto_unificado","qtd_itens","total","desc_cidade","desc_estado","uf_estado"
"206","Atual Card",10169461,15628129,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,136175,6,"Cliente","2021-11-13",435719,15,14.25,"PASSO FUNDO","Rio Grande do Sul","RS"
"207","Atual Card",10177570,15640063,"Fotos Couchê 250g Verniz Total Frente 15x21cm | 15x21 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29099,314878,50,"Revendedor Autorizado","2021-11-16",435704,40,76,"LIMEIRA","São Paulo","SP"
"208","Atual Card",10181689,15646318,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,339454,6,"Cliente","2021-11-17",435716,10,11,"DIADEMA","São Paulo","SP"
"209","Atual Card",10181689,15646321,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,339454,6,"Cliente","2021-11-17",435716,10,11,"DIADEMA","São Paulo","SP"
"210","Atual Card",10181689,15646324,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,339454,6,"Cliente","2021-11-17",435716,10,11,"DIADEMA","São Paulo","SP"
"211","Atual Card",10189726,15658012,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,422809,6,"Cliente","2021-11-17",435722,30,28.5,"CAXIAS DO SUL","Rio Grande do Sul","RS"
"212","Atual Card",10206478,15683359,"Fotos Couchê 250g Verniz Total Frente 15x21cm | 15x21 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29099,143252,50,"Revendedor Autorizado","2021-11-20",435695,5,11.5,"BAURU","São Paulo","SP"
"213","Atual Card",10213615,15693850,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,520621,6,"Cliente","2021-11-22",435725,100,90,"SALVADOR","Bahia","BA"
"214","Atual Card",10214266,15694771,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,405865,6,"Cliente","2021-11-22",435728,160,120,"FLORIANOPOLIS","Santa Catarina","SC"
"215","Atual Card",10214266,15694774,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,405865,6,"Cliente","2021-11-22",435728,161,120.75,"FLORIANOPOLIS","Santa Catarina","SC"
"216","Atual Card",10214749,15695506,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,77024,6,"Cliente","2021-11-22",435728,150,112.5,"SINOP","Mato Grosso","MT"
"217","Atual Card",10219396,15702298,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,381781,50,"Revendedor Autorizado","2021-11-23",435719,15,15,"OSASCO","São Paulo","SP"
"218","Atual Card",10221316,15704983,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,463528,50,"Revendedor Autorizado","2021-11-23",435716,10,11,"CAMPINAS","São Paulo","SP"
"219","Atual Card",10236958,15728479,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,463528,50,"Revendedor Autorizado","2021-11-25",435719,18,18,"CAMPINAS","São Paulo","SP"
"220","Atual Card",10251139,15749677,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,339454,6,"Cliente","2021-11-27",435716,10,11,"DIADEMA","São Paulo","SP"
"221","Atual Card",10251139,15749680,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,339454,6,"Cliente","2021-11-27",435716,10,11,"DIADEMA","São Paulo","SP"
"222","Atual Card",10251139,15749683,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,339454,6,"Cliente","2021-11-27",435716,11,12.1,"DIADEMA","São Paulo","SP"
"223","Atual Card",10262446,15766765,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,5577,50,"Revendedor Autorizado","2021-11-30",435713,5,6,"CURITIBA","Paraná","PR"
"224","Atual Card",10266802,15773086,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,345739,50,"Revendedor Autorizado","2021-11-30",435728,150,112.5,"SAO PAULO","São Paulo","SP"
"225","Atual Card",10271764,15780139,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,504067,50,"Revendedor Autorizado","2021-12-01",435716,10,11,"CAMPINAS","São Paulo","SP"
"226","Atual Card",10274548,15784072,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,5291,50,"Revendedor Autorizado","2021-12-01",435722,30,28.5,"COLOMBO","Paraná","PR"
"227","Atual Card",10282060,15794842,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,278050,6,"Cliente","2021-12-02",435716,14,14.56,"CURITIBA","Paraná","PR"
"228","Atual Card",10318543,15849253,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,306706,6,"Cliente","2021-12-08",435722,30,27.6,"GUARATUBA","Paraná","PR"
"229","Atual Card",10328410,15863614,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,520474,6,"Cliente","2021-12-09",435722,50,47.5,"VÁRZEA GRANDE","Mato Grosso","MT"
"230","Atual Card",10331236,15867544,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,339454,6,"Cliente","2021-12-10",435716,10,11,"DIADEMA","São Paulo","SP"
"231","Atual Card",10331236,15867547,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,339454,6,"Cliente","2021-12-10",435716,10,11,"DIADEMA","São Paulo","SP"
"232","Atual Card",10331236,15867550,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,339454,6,"Cliente","2021-12-10",435716,10,11,"DIADEMA","São Paulo","SP"
"233","Atual Card",10331236,15867553,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,339454,6,"Cliente","2021-12-10",435716,10,11,"DIADEMA","São Paulo","SP"
"234","Atual Card",10331236,15867556,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,339454,6,"Cliente","2021-12-10",435716,10,11,"DIADEMA","São Paulo","SP"
"235","Atual Card",10331236,15867559,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,339454,6,"Cliente","2021-12-10",435716,10,11,"DIADEMA","São Paulo","SP"
"236","Atual Card",10331236,15867562,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,339454,6,"Cliente","2021-12-10",435716,10,11,"DIADEMA","São Paulo","SP"
"237","Atual Card",10331236,15867565,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,339454,6,"Cliente","2021-12-10",435716,10,11,"DIADEMA","São Paulo","SP"
"238","Atual Card",10331236,15867568,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,339454,6,"Cliente","2021-12-10",435716,10,11,"DIADEMA","São Paulo","SP"
"239","Atual Card",10331236,15867571,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,339454,6,"Cliente","2021-12-10",435716,10,11,"DIADEMA","São Paulo","SP"
"240","Atual Card",10331236,15867574,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,339454,6,"Cliente","2021-12-10",435716,10,11,"DIADEMA","São Paulo","SP"
"241","Atual Card",10331236,15867577,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,339454,6,"Cliente","2021-12-10",435716,10,11,"DIADEMA","São Paulo","SP"
"242","Atual Card",10331236,15867580,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,339454,6,"Cliente","2021-12-10",435716,12,13.2,"DIADEMA","São Paulo","SP"
"243","Atual Card",10332355,15869107,"Fotos Couchê 250g Verniz Total Frente 15x21cm | 15x21 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29099,478021,6,"Cliente","2021-12-10",435701,20,41,"SAO VICENTE","São Paulo","SP"
"244","Atual Card",10335295,15873700,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,161566,6,"Cliente","2021-12-10",435722,61,57.95,"BRUSQUE","Santa Catarina","SC"
"245","Atual Card",10339249,15879454,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,504067,50,"Revendedor Autorizado","2021-12-13",435725,104,65.52,"CAMPINAS","São Paulo","SP"
"246","Atual Card",10345873,15888904,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,78459,6,"Cliente","2021-12-13",435716,10,11,"GUARAPUAVA","Paraná","PR"
"247","Atual Card",10347508,15891250,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,47369,6,"Cliente","2021-12-14",435713,5,6,"JESUITAS","Paraná","PR"
"248","Atual Card",10348258,15892306,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,5291,50,"Revendedor Autorizado","2021-12-14",435722,34,32.3,"COLOMBO","Paraná","PR"
"249","Atual Card",10351783,15897253,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,339454,6,"Cliente","2021-12-14",435716,10,11,"DIADEMA","São Paulo","SP"
"250","Atual Card",10351783,15897256,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,339454,6,"Cliente","2021-12-14",435716,10,11,"DIADEMA","São Paulo","SP"
"251","Atual Card",10351783,15897259,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,339454,6,"Cliente","2021-12-14",435716,10,11,"DIADEMA","São Paulo","SP"
"252","Atual Card",10360234,15909403,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,162148,6,"Cliente","2021-12-15",435719,20,19,"IRACEMAPOLIS","São Paulo","SP"
"253","Atual Card",10361554,15911443,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,168967,50,"Revendedor Autorizado","2021-12-15",435722,37,35.15,"EMBU DAS ARTES","São Paulo","SP"
"254","Atual Card",10361554,15911446,"Fotos Couchê 250g Verniz Total Frente 15x21cm | 15x21 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29099,168967,50,"Revendedor Autorizado","2021-12-15",435695,5,11.5,"EMBU DAS ARTES","São Paulo","SP"
"255","Atual Card",10367020,15919054,"Fotos Couchê 250g Verniz Total Frente 15x21cm | 15x21 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29099,529576,6,"Cliente","2021-12-16",435695,5,11.5,"CAMPOS DO JORDAO","São Paulo","SP"
"256","Atual Card",10370614,15924028,"Fotos Couchê 250g Verniz Total Frente 15x21cm | 15x21 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29099,5268,50,"Revendedor Autorizado","2021-12-17",435695,6,13.8,"CAJAMAR","São Paulo","SP"
"257","Atual Card",10375027,15930466,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,174361,25,"Agente Oficial","2021-12-20",435713,6,7.2,"SAO PAULO","São Paulo","SP"
"258","Atual Card",10376131,15932065,"Fotos Couchê 250g Verniz Total Frente 15x21cm | 15x21 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29099,429856,50,"Revendedor Autorizado","2021-12-20",435704,85,161.5,"SAO PAULO","São Paulo","SP"
"259","Atual Card",10377484,15934078,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,191362,86,"Ativo Consultores","2021-12-20",435719,25,25,"SOROCABA","São Paulo","SP"
"260","Atual Card",10382632,15941149,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,191362,86,"Ativo Consultores","2021-12-21",435713,8,9.6,"SOROCABA","São Paulo","SP"
"261","Atual Card",10382698,15941236,"Fotos Couchê 250g Verniz Total Frente 15x21cm | 15x21 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29099,5268,50,"Revendedor Autorizado","2021-12-21",435695,6,13.8,"CAJAMAR","São Paulo","SP"
"262","Atual Card",10382947,15941599,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,191362,86,"Ativo Consultores","2021-12-21",435716,13,14.3,"SOROCABA","São Paulo","SP"
"263","Atual Card",10388032,15948817,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,528508,6,"Cliente","2021-12-22",435722,32,28.8,"GUARULHOS","São Paulo","SP"
"264","Atual Card",10391407,15953824,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,136175,6,"Cliente","2021-12-24",435722,65,58.5,"PASSO FUNDO","Rio Grande do Sul","RS"
"265","Atual Card",10394476,15958138,"Fotos Couchê 250g Verniz Total Frente 15x21cm | 15x21 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29099,429856,50,"Revendedor Autorizado","2021-12-28",435704,37,70.3,"SAO PAULO","São Paulo","SP"
"266","Atual Card",10404778,15972607,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,420334,6,"Cliente","2022-01-04",435713,9,10.26,"CAMPO LARGO","Paraná","PR"
"267","Atual Card",10443013,16028554,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,278050,6,"Cliente","2022-01-12",435722,38,36.1,"CURITIBA","Paraná","PR"
"268","Atual Card",10447888,16035664,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,499891,6,"Cliente","2022-01-12",435722,60,57,"BELEM","Pará","PA"
"269","Atual Card",10448080,16036012,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,132257,6,"Cliente","2022-01-12",435719,25,23.75,"ABATIA","Paraná","PR"
"270","Atual Card",10454995,16046224,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,339454,6,"Cliente","2022-01-13",435722,30,28.5,"DIADEMA","São Paulo","SP"
"271","Atual Card",10455682,16047373,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,175686,6,"Cliente","2022-01-13",435728,173,129.75,"TURVO","Santa Catarina","SC"
"272","Atual Card",10463128,16058692,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,68594,50,"Revendedor Autorizado","2022-01-16",435713,5,6,"CURITIBA","Paraná","PR"
"273","Atual Card",10474981,16076239,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,194391,6,"Cliente","2022-01-18",435719,16,16,"JUÍNA","Mato Grosso","MT"
"274","Atual Card",10492762,16102690,"Fotos Couchê 250g Verniz Total Frente 15x21cm | 15x21 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29099,422125,50,"Revendedor Autorizado","2022-01-21",435707,100,175,"CIANORTE","Paraná","PR"
"275","Atual Card",10497805,16110274,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,339454,6,"Cliente","2022-01-22",435713,5,6,"DIADEMA","São Paulo","SP"
"276","Atual Card",10508425,16125433,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,487726,6,"Cliente","2022-01-25",435713,5,6,"RIO DE JANEIRO","Rio de Janeiro","RJ"
"277","Atual Card",10522273,16145683,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,175686,6,"Cliente","2022-01-27",435725,120,108,"TURVO","Santa Catarina","SC"
"278","Atual Card",10554745,16193110,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,199059,25,"Agente Oficial","2022-02-03",435719,20,24,"CURITIBA","Paraná","PR"
"279","Atual Card",10558066,16197808,"Fotos Couchê 250g Verniz Total Frente 15x21cm | 15x21 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29099,429856,50,"Revendedor Autorizado","2022-02-03",435701,22,52.8,"SAO PAULO","São Paulo","SP"
"280","Atual Card",10569550,16215079,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,452047,50,"Revendedor Autorizado","2022-02-07",435716,12,15.6,"SAO PAULO","São Paulo","SP"
"281","Atual Card",10603774,16264828,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,339454,6,"Cliente","2022-02-13",435725,100,105,"DIADEMA","São Paulo","SP"
"282","Atual Card",10603780,16264834,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,473722,6,"Cliente","2022-02-13",435713,5,7,"SANTA MARIA","Rio Grande do Sul","RS"
"283","Atual Card",10604998,16266550,"Fotos Couchê 250g Verniz Total Frente 15x21cm | 15x21 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29099,47369,6,"Cliente","2022-02-14",435695,5,13.25,"JESUITAS","Paraná","PR"
"284","Atual Card",10620970,16289359,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,478021,6,"Cliente","2022-02-16",435719,15,18,"SAO VICENTE","São Paulo","SP"
"285","Mais Barato",3073696,5095726,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,142684,6,"Cliente","2021-04-03",435716,14,11.48,"PARANAGUA","Paraná","PR"
"286","Mais Barato",3080389,5107021,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,173470,6,"Cliente","2021-04-10",435716,10,8.2,"CASCAVEL","Paraná","PR"
"287","Mais Barato",3092641,5127949,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,173470,6,"Cliente","2021-04-22",435719,17,16.83,"CASCAVEL","Paraná","PR"
"288","Mais Barato",3094576,5131288,"Fotos Couchê 250g Verniz Total Frente 15x21cm | 15x21 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29099,142684,6,"Cliente","2021-04-23",435695,5,9.95,"PARANAGUA","Paraná","PR"
"289","Mais Barato",3104422,5148208,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,43638,6,"Cliente","2021-05-03",435719,21,20.79,"PRESIDENTE PRUDENTE","São Paulo","SP"
"290","Mais Barato",3105046,5149279,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,34311,6,"Cliente","2021-05-03",435719,25,24.75,"FLORIANOPOLIS","Santa Catarina","SC"
"291","Mais Barato",3117196,5170144,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,24199,6,"Cliente","2021-05-13",435716,11,10.89,"SAO PAULO","São Paulo","SP"
"292","Mais Barato",3120292,5175340,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,142684,6,"Cliente","2021-05-17",435719,20,19.8,"PARANAGUA","Paraná","PR"
"293","Mais Barato",3124183,5181706,"Fotos Couchê 250g Verniz Total Frente 15x21cm | 15x21 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29099,24199,6,"Cliente","2021-05-19",435695,5,9.95,"SAO PAULO","São Paulo","SP"
"294","Mais Barato",3124291,5181913,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,28906,6,"Cliente","2021-05-19",435713,8,7.92,"NAVEGANTES","Santa Catarina","SC"
"295","Mais Barato",3125599,5184112,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,38553,6,"Cliente","2021-05-20",435713,9,8.91,"SCHROEDER","Santa Catarina","SC"
"296","Mais Barato",3131185,5193742,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,24199,6,"Cliente","2021-05-25",435716,10,9.9,"SAO PAULO","São Paulo","SP"
"297","Mais Barato",3143674,5214820,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,24199,6,"Cliente","2021-06-05",435719,28,27.72,"SAO PAULO","São Paulo","SP"
"298","Mais Barato",3159367,5241442,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,24199,6,"Cliente","2021-06-18",435716,10,9.9,"SAO PAULO","São Paulo","SP"
"299","Mais Barato",3159367,5241445,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,24199,6,"Cliente","2021-06-18",435725,100,99,"SAO PAULO","São Paulo","SP"
"300","Mais Barato",3159367,5241448,"Fotos Couchê 250g Verniz Total Frente 15x21cm | 15x21 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29099,24199,6,"Cliente","2021-06-18",435698,10,19.9,"SAO PAULO","São Paulo","SP"
"301","Mais Barato",3161920,5245918,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,24199,6,"Cliente","2021-06-21",435719,25,24.75,"SAO PAULO","São Paulo","SP"
"302","Mais Barato",3190387,5294485,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,43638,6,"Cliente","2021-07-14",435719,21,20.79,"PRESIDENTE PRUDENTE","São Paulo","SP"
"303","Mais Barato",3194848,5302108,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,24199,6,"Cliente","2021-07-19",435716,10,9.9,"SAO PAULO","São Paulo","SP"
"304","Mais Barato",3214405,5335327,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,43638,6,"Cliente","2021-08-03",435716,10,9.9,"PRESIDENTE PRUDENTE","São Paulo","SP"
"305","Mais Barato",3214405,5335330,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,43638,6,"Cliente","2021-08-03",435719,20,19.8,"PRESIDENTE PRUDENTE","São Paulo","SP"
"306","Mais Barato",3214405,5335333,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,43638,6,"Cliente","2021-08-03",435719,20,19.8,"PRESIDENTE PRUDENTE","São Paulo","SP"
"307","Mais Barato",3226279,5356246,"Fotos Couchê 250g Verniz Total Frente 15x21cm | 15x21 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29099,146539,6,"Cliente","2021-08-12",435695,5,9.95,"CAMPO MOURAO","Paraná","PR"
"308","Mais Barato",3227974,5359258,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,24199,6,"Cliente","2021-08-14",435716,10,9.9,"SAO PAULO","São Paulo","SP"
"309","Mais Barato",3229333,5361421,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,24199,6,"Cliente","2021-08-16",435722,60,59.4,"SAO PAULO","São Paulo","SP"
